ent_num,program,sdn_name,sdn_type,title
10863,"NPWMD,IFSR",SEVENTH OF TIR,,
10887,"NPWMD,IFSR",PARCHIN CHEMICAL FACTORIES,,
10887,"NPWMD,IFSR",PARCHIN CHEMICAL INDUSTRIES GROUP,,
10887,"NPWMD,IFSR",PARA CHEMICAL INDUSTRIES,,
10887,"NPWMD,IFSR",PCF,,
10890,"SYRIA,HRIT-SY",SYRIATEL MOBILE TELECOM SA,,
10890,"SYRIA,HRIT-SY",SYRIATEL MOBILE TELECOM,,
10890,"SYRIA,HRIT-SY",SYRIATEL MOBILE,,
10891,SDGT,HAJJ GHAZI 'ATIF NASR AL-DIN,individual,
10891,SDGT,HAJ GHAZI NASSEREDINE,individual,
10891,SDGT,GHAZI NASSEREDDINE,individual,
10891,SDGT,GAZI NASSERIDINE,individual,
10891,SDGT,GAZI NASSER EL-DIN,individual,
10891,SDGT,GHAZIL NASSER AL-DIN,individual,
10891,SDGT,HAJ GHAZZI NASSEREDDINE,individual,
10891,SDGT,GHASSAN ATTEF SALAME NASSERDDINE,individual,
10891,SDGT,GHASSAN NASR EL DIN GHASSAN,individual,
10891,SDGT,GHAZI NASSERDDINE,individual,
10891,SDGT,GHAZI 'ATEF NASRALDINE,individual,
10891,SDGT,ATEF SALAMEH NASSERDINE GHASAN,individual,
10892,SDGT,FAZI CANAAN,individual,
10892,SDGT,FAUZI GANAN,individual,
10892,SDGT,FAOUZI CAN'AN,individual,
10892,SDGT,MAUSTAF FAWZI (FAOUZI) KANAAN,individual,
10892,SDGT,FOUZI KANAN,individual,
10892,SDGT,FAUZI KANAAN,individual,
10892,SDGT,FAWZI KAN'AN,individual,
10893,SDGT,BIBLIOS TRAVEL,,
10893,SDGT,BIBLOS TRAVEL CA,,
10893,SDGT,"BIBLOS TRAVEL, C.A.",,
10894,SDGT,HILAL TRAVEL C.A.,,
10894,SDGT,KANAAN TRAVEL,,
10895,SDGT,'ABD AL-RAHMAN MUHAMMAD JAFFIR,individual,
10895,SDGT,'ABD AL-RAHMAN MUHAMMAD JAFIR 'ALI,individual,
10895,SDGT,ABD AL-RAHMAN JAFFIR ALI,individual,
10895,SDGT,ABDUL RAHMAN MOHAMED JAFFER ALI,individual,
10895,SDGT,ABDULRAHMAN MOHAMMAD JAFFAR,individual,
10896,SDGT,KHALIFA MOHD TURKI ALSUBAIE,individual,
10896,SDGT,KHALIFA MOHD TURKI AL-SUBAIE,individual,
10896,SDGT,KHALIFA AL-SUBAYI,individual,
10896,SDGT,KHALIFA TURKI BIN MUHAMMAD BIN AL-SUAIY,individual,
10897,SDGT,ADEL MOHAMED MAHMOUD ABDUL KHALIQ,individual,
10897,SDGT,ADEL MOHAMED MAHMOOD ABDUL KHALED,individual,
10898,SDNTK,HAJI ASAD KHAN MOHAMMADHASNI,individual,
10898,SDNTK,ASAD KHAN ZARKARI,individual,
10898,SDNTK,ASAD KHAN MUHAMMADHASNI,individual,
10898,SDNTK,ASAD KHAN MOHMMADHASNI,individual,
10898,SDNTK,ASAD KHAN MOHADMMADHASNI,individual,
10898,SDNTK,ASAD KHAN,individual,
10898,SDNTK,HAJI ASAD KHAN,individual,
10898,SDNTK,MOHAMMED KHAN,individual,
10899,SDNTK,ARTURO BELTRAN LEYVA,individual,
10899,SDNTK,ARTURO GUZMAN BELTRAN LEYVA,individual,
10901,SDNTK,ARMANDO GONZALEZ APUSHANA,individual,
10901,SDNTK,AMAURY GONZALEZ POLANCO,individual,
10903,SDNTK,AHMET TANN,individual,
10904,ZIMBABWE,NALINEE JOY TAVEESIN,individual,
10904,ZIMBABWE,NALINEE TAWEESIN,individual,
10907,ZIMBABWE,BRECO SERVICES LIMITED,,
10908,ZIMBABWE,BRECO (U.K.) LIMITED,,
10909,ZIMBABWE,BRECO (EASTERN EUROPE) LIMITED,,
10915,ZIMBABWE,TIMPANI LIMITED,,
10915,ZIMBABWE,TIMPANI EXPORT LTD,,
10918,ZIMBABWE,TREMALT LIMITED,,
10920,ZIMBABWE,KMC,,
10923,SDGT,RIHS,,
10923,SDGT,RIHS HEADQUARTERS-KUWAIT,,
10923,SDGT,REVIVAL OF ISLAMIC HERITAGE FOUNDATION,,
10923,SDGT,RIHF,,
10923,SDGT,SOCIETY FOR THE REVIVAL OF ISLAMIC HERITAGE,,
10923,SDGT,ISLAMIC HERITAGE REVIVAL PARTY,,
10923,SDGT,ISLAMIC HERITAGE RESTORATION SOCIETY,,
10923,SDGT,IHRS,,
10923,SDGT,KUWAITI HERITAGE,,
10923,SDGT,IHYA TURAS AL-ISLAMI,,
10923,SDGT,IJHA TURATH  AL-ISLAMI,,
10923,SDGT,JAMIA IHYA UL TURATH,,
10923,SDGT,JAMIAT IHIA AL-TURATH AL-ISLAMIYA,,
10923,SDGT,JAM'IYAT IHYA' AL-TURATH AL-ISLAMI,,
10923,SDGT,JAMI'AT IHY'A AL-TIRATH AL-ISLAMIA,,
10923,SDGT,JAMIATUL IHYA UL TURATH,,
10923,SDGT,"JAMIYAT IKHYA AT-TURAZ AL-ISLAMI, SOCIETY OF THE REBIRTH OF THE ISLAMIC PEOPLE",,
10923,SDGT,JAMIATUL-YAHYA UT TURAZ,,
10923,SDGT,JOMIATUL EHYA-UT TURAJ,,
10923,SDGT,JOMIYATU-EHYA-UT TURAS AL ISLAMI,,
10923,SDGT,JAMA'AH IHYA AL-TURAZ AL-ISLAMI,,
10923,SDGT,JAMI'AH AL-HIYA AL-TURATH AL ISLAMIYAH,,
10923,SDGT,LAJNAT IHYA AL-TURATH AL-ISLAMI,,
10923,SDGT,LAJNAT AL-IHYA AL-TURATH AL-ISLAMI,,
10923,SDGT,RIHS ADMINISTRATION FOR THE BUILDING OF MOSQUES AND ISLAMIC PROJECTS,,
10923,SDGT,RIHS MOSQUES COMMITTEE,,
10923,SDGT,ADMINISTRATION OF THE REVIVAL OF ISLAMIC HERITAGE SOCIETY COMMITTEE,,
10923,SDGT,RIHS ARAB WORLD COMMITTEE,,
10923,SDGT,RIHS COMMITTEE FOR THE ARAB WORLD,,
10923,SDGT,RIHS COMMITTEE FOR WEST ASIA,,
10923,SDGT,RIHS CENTRAL ASIA COMMITTEE,,
10923,SDGT,COMMITTEE FOR EUROPE AND THE AMERICAS,,
10923,SDGT,RIHS EUROPE AND THE AMERICAS COMMITTEE,,
10923,SDGT,RIHS TWO AMERICAS AND EUROPEAN MUSLIM COMMITTEE,,
10923,SDGT,RIHS EUROPE AMERICA MUSLIMS COMMITTEE,,
10923,SDGT,RIHS SOUTHEAST ASIA COMMITTEE,,
10923,SDGT,RIHS COMMITTEE FOR SOUTH EAST ASIA,,
10923,SDGT,RIHS INDIAN CONTINENT COMMITTEE,,
10923,SDGT,RIHS INDIAN SUBCONTINENT COMMITTEE,,
10923,SDGT,RIHS COMMITTEE FOR INDIA,,
10923,SDGT,RIHS AFRICAN CONTINENT COMMITTEE,,
10923,SDGT,REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT,,
10923,SDGT,RIHS PUBLIC RELATIONS COMMITTEE,,
10923,SDGT,RIHS CULTURAL COMMITTEE,,
10923,SDGT,RIHS PRINCIPLE COMMITTEE FOR THE CENTER FOR PRESERVATION OF THE HOLY QU'ARAN,,
10923,SDGT,RIHS GENERAL COMMITTEE FOR DONATIONS,,
10923,SDGT,RIHS YOUTH CENTER COMMITTEE,,
10923,SDGT,RIHS SCIENTIFIC COMMITTEE-BRANCH OF SABAH AL-NASIR,,
10923,SDGT,RIHS FATWAS COMMITTEE,,
10923,SDGT,RIHS CENTER FOR MANUSCRIPTS COMMITTEE,,
10923,SDGT,"RIHS EDUCATING COMMITTEES, AL-JAHRA'",,
10923,SDGT,RIHS AUDIO RECORDINGS COMMITTEE,,
10923,SDGT,RIHS PROJECT OF ASSIGNING PREACHERS COMMITTEE,,
10923,SDGT,RIHS OFFICE OF PRINTING AND PUBLISHING,,
10923,SDGT,RIHS COMMITTEE FOR WOMEN,,
10923,SDGT,"RIHS COMMITTEE FOR WOMEN, ADMINISTRATION FOR THE BUILDING OF MOSQUES",,
10923,SDGT,RIHS ADMINISTRATION FOR THE COMMITTEES OF ALMSGIVING,,
10923,SDGT,RIHS WOMEN'S BRANCH FOR THE PROJECT OF ENDOWMENT,,
10923,SDGT,RIHS COMMITTEE FOR ALMSGIVING AND CHARITIES,,
10923,SDGT,RIHS COMMITTEE FOR THE CALL AND GUIDANCE,,
10923,SDGT,RIHS-CAMBODIA,,
10923,SDGT,THE KUWAITI-CAMBODIAN ORPHANAGE CENTER,,
10923,SDGT,RIHS CAMBODIA-KUWAIT ORPHANAGE CENTER,,
10923,SDGT,RIHS CHAOM CHAU CENTER,,
10923,SDGT,THE KUWAIT-CAMBODIA ISLAMIC CULTURAL TRAINING CENTER,,
10923,SDGT,NARA WELFARE AND EDUCATION ASSOCIATION,,
10923,SDGT,RIHS-BOSNIA AND HERZEGOVINA,,
10923,SDGT,"KUWAITI JOINT RELIEF COMMITTEE, BOSNIA AND HERZEGOVINA",,
10923,SDGT,KJRC-BOSNIA AND HERZEGOVINA,,
10923,SDGT,"PLANDISTE SCHOOL, BOSNIA AND HERZEGOVINA",,
10923,SDGT,ORGANIZACIJA PREPORODA ISLAMSKE TRADICIJE KUVAJT,,
10923,SDGT,KUWAIT GENERAL COMMITTEE FOR AID,,
10923,SDGT,GENERAL KUWAIT COMMITTEE,,
10923,SDGT,RIHS-ALBANIA,,
10923,SDGT,CENTER OF CALL FOR WISDOM,,
10923,SDGT,CCFW,,
10923,SDGT,THIRRJA PER UTESI,,
10923,SDGT,NGO TURATH,,
10923,SDGT,RIHS-KOSOVO,,
10923,SDGT,DORA E MIRESISE,,
10923,SDGT,HAND OF MERCY,,
10923,SDGT,RIHS-AZERBAIJAN,,
10923,SDGT,RIHS-RUSSIA,,
10923,SDGT,RIHS-LEBANON,,
10923,SDGT,RIHS-BANGLADESH,,
10923,SDGT,RIHS-SOMALIA,,
10923,SDGT,RIHS-GHANA,,
10923,SDGT,RIHS-TANZANIA,,
10923,SDGT,RIHS-BENIN,,
10923,SDGT,RIHS-CAMEROON,,
10923,SDGT,RIHS-SENEGAL,,
10923,SDGT,RIHS-NIGERIA,,
10923,SDGT,RIHS-LIBERIA,,
10923,SDGT,RIHS-IVORY COAST,,
10923,SDGT,RIHS COMMITTEE FOR AFRICA,,
10927,"NPWMD,IFSR",JOZA INDUSTRIES COMPANY,,
10928,SDGT,RAJAH SOLAIMAN REVOLUTIONARY MOVEMENT (RSRM),,
10928,SDGT,RAJAH SOLAIMAN GROUP,,
10928,SDGT,RAJAH SOLAIMAN ISLAMIC MOVEMENT (RSIM),,
10928,SDGT,RAJAH SULAYMAN MOVEMENT,,
10928,SDGT,RAJAH SULAIMAN MOVEMENT,,
10928,SDGT,RAJA SOLEIMAN MOVEMENT,,
10929,SDGT,HILARION DEL ROSARIO SANTOS III,individual,
10929,SDGT,AHMAD ISLAM DEL ROSARIO SANTOS,individual,
10929,SDGT,HILARION DEL ROSARIO SANTOS,individual,
10930,SDGT,NAZHMIDDIN KAMOLDINOVICH ZHALOLOV,individual,
10930,SDGT,NAZHMIDIN KAMOLDINOVICH ZHALOLOV,individual,
10930,SDGT,NAZHMIDDIN ZHALALOV,individual,
10930,SDGT,NAJMIDDIN JALALOV,individual,
10930,SDGT,NAJMIDDIN JALOLOV,individual,
10930,SDGT,NAZHMIDDIN ZHALOLOV,individual,
10930,SDGT,NAZHMUDDIN KAMOLDINOVICH ZHALOLOV,individual,
10930,SDGT,ABU YAHYA MUHAMMAD FATIH,individual,
10930,SDGT,NAJMIDDIN KAMILIDINOVICH ZHANOV,individual,
10931,SDGT,SUHAIL FATILLOYEVICH BURANOV,individual,
10931,SDGT,SUKHAIL FATILLOEVICH BURANOV,individual,
10931,SDGT,SUHAIL BURANOV,individual,
10931,SDGT,MANSUR BURANOV,individual,
10931,SDGT,SOHAIL MANSUR,individual,
10931,SDGT,SUHAIL MANSUR,individual,
10933,SYRIA,RAMAK DUTY FREE SHOP LTD,,
10933,SYRIA,RAMAK DUTY FREE SHOPS LTD.,,
10933,SYRIA,RAMAK DUTY FREE SHOPS - SYRIA,,
10933,SYRIA,RAMAK DUTY FREE,,
10933,SYRIA,RAMAK FIRM FOR FREE TRADE ZONES,,
10935,SDGT,YAHIA ABU AMAR,individual,
10937,SDGT,ABID HAMADU,individual,
10937,SDGT,ABDELHAMID ABU ZEID,individual,
10937,SDGT,ABDELHAMID ABOU ZEID,individual,
10937,SDGT,YOUCEF ADEL,individual,
10946,SDNTK,BLADIMIR CULMAN SANZ,individual,
10953,SDNTK,RADIO COMUNICACIONES SUR DEL GUAVIARE LTDA,,
10957,ZIMBABWE,ZIMBABWE FINANCIAL HOLDINGS LIMITED,,
10957,ZIMBABWE,FINHOLD,,
10957,ZIMBABWE,WWW.ZB.CO.ZW,,
10958,ZIMBABWE,MMCZ,,
10959,ZIMBABWE,ZIMBABWE MINING DEVELOPMENT CORP.,,
10959,ZIMBABWE,ZMDC,,
10960,ZIMBABWE,ZISCOSTEEL,,
10960,ZIMBABWE,ZISCO,,
10962,ZIMBABWE,AGRIBANK,,
10962,ZIMBABWE,AGRICULTURAL BANK OF ZIMBABWE,,
10963,ZIMBABWE,ZIMBABWE BANKING CORPORATION LIMITED,,
10963,ZIMBABWE,ZB BANK,,
10963,ZIMBABWE,ZBCL,,
10963,ZIMBABWE,ZIMBANK,,
10965,BURMA,CHINA FOCUS DEVELOPMENT LTD.,,
10965,BURMA,CHINA FOCUS DEVELOPMENT,,
10965,BURMA,CHINA FOCUS DEVELOPMENT LIMITED,,
10966,ZIMBABWE,INDUSTRIAL DEVELOPMENT CORPORATION OF ZIMBABWE,,
10967,ZIMBABWE,ZIMBABWE DEVELOPMENT BANK,,
10968,ZIMBABWE,ZIMRE,,
10968,ZIMBABWE,WWW.ZHL.CO.ZW,,
10972,"NPWMD,IFSR",NRCAM,,
10972,"NPWMD,IFSR",KARAJ NUCLEAR RESEARCH CENTER,,
10972,"NPWMD,IFSR",CENTER FOR AGRICULTURAL RESEARCH AND NUCLEAR MEDICINE,,
10973,"NPWMD,IFSR",ESFAHAN NUCLEAR TECHNOLOGY CENTER,,
10973,"NPWMD,IFSR",NFRPC,,
10973,"NPWMD,IFSR",ENTC,,
10974,"NPWMD,IFSR",JABER IBN HAYAN RESEARCH DEPARTMENT,,
10974,"NPWMD,IFSR",JABR IBN HAYAN MULTIPURPOSE LABORATORIES,,
10984,SDNTK,SANDRA VALENCIA ZAZUETA,individual,
10984,SDNTK,SANDRA LUCERO VALENZUELA,individual,
10984,SDNTK,SANDRA VALENZUELA,individual,
10990,SDNTK,HUMBERTO CAMPOS ARREDONDO,individual,
10999,SDNTK,MADYVA,,
11003,SDNTK,DISTRIBUIDORA DE MUEBLES GAXIOLA HERMANOS,,
11003,SDNTK,INMOBILIARIA GAXIOLA,,
11005,SDNTK,CORPORATIVO GAXIOLA HERMANOS S.A. DE C.V.,,
11008,SDNTK,MADYVA,,
11008,SDNTK,GRUPO INDUSTRIAL GAXIOLA,,
11020,"NPWMD,IFSR",IRISL,,
11020,"NPWMD,IFSR",IRI SHIPPING LINES,,
11020,"NPWMD,IFSR",IRISL GROUP,,
11021,IRAQ3,ALI AL NOBANI,individual,
11021,IRAQ3,HAZIM KAKA,individual,
11021,IRAQ3,AHMED HASSAN KAKA AL-OBEIDI,individual,
11022,"NPWMD,IFSR",SHERKAT SAHAMI KHASS KESHTIRANI VALFAJR 8TH,,
11022,"NPWMD,IFSR",VALFAJRE EIGHT SHIPPING CO,,
11022,"NPWMD,IFSR",VAL FAJR-E-8 SHIPPING COMPANY,,
11022,"NPWMD,IFSR",VAL FAJR HASHT SHIPPING CO,,
11022,"NPWMD,IFSR",VESC,,
11023,"NPWMD,IFSR",DARYA-YE KHAZAR SHIPPING COMPANY,,
11023,"NPWMD,IFSR",KHAZAR SHIPPING CO,,
11025,"NPWMD,IFSR",SCSCO,,
11026,"NPWMD,IFSR",IRAN & EGYPT SHIPPING LINES,,
11026,"NPWMD,IFSR",IRANMISR SHIPPING CO.,,
11026,"NPWMD,IFSR",IRAN AND EGYPT SHIPPING LINES,,
11027,"NPWMD,IFSR",SHERKATE KHADAMTE DARYA AND MOHAMDESI KESHTIRANI,,
11027,"NPWMD,IFSR",IMSENGCO,,
11027,"NPWMD,IFSR",IRISL MARINE SERVICES AND ENGINEERING COMPANY,,
11030,"NPWMD,IFSR",SOUTH SHIPPING LINES IRAN COMPANY,,
11031,"NPWMD,IFSR",RAIL IRAN SHIPPING COMPANY,,
11034,"NPWMD,IFSR",IRISL BENELUX NV,,
11036,"NPWMD,IFSR","YI HANG SHIPPING COMPANY, LTD.",,
11038,"NPWMD,IFSR",IRISL ASIA PTE. LTD.,,
11038,"NPWMD,IFSR",ASIAN PERFECT MARINE PTE. LTD.,,
11039,"NPWMD,IFSR","IRISL KOREA CO., LTD.",,
11039,"NPWMD,IFSR",SISCO,,
11039,"NPWMD,IFSR",SEOUL INTERNATIONAL SHIPPING COMPANY,,
11040,"NPWMD,IFSR",IRANO HIND SHIPPING COMPANY,,
11040,"NPWMD,IFSR","IRANOHIND SHIPPING COMPANY, P.J.S.",,
11040,"NPWMD,IFSR",IHSC,,
11040,"NPWMD,IFSR",KESHTIRANI IRAN VE HEND SAHAMI KHASS,,
11043,NPWMD,IRAN BRIGHTNESS,vessel,
11043,NPWMD,BRIGHTNESS,vessel,
11043,NPWMD,MARIGOLD,vessel,
11044,NPWMD,IRAN BRILLIANCE,vessel,
11044,NPWMD,BRILLIANCE,vessel,
11044,NPWMD,MULBERRY,vessel,
11044,NPWMD,CLOVER,vessel,
11044,NPWMD,DORITA,vessel,
11045,NPWMD,IRAN DAIS,vessel,
11045,NPWMD,DAIS,vessel,
11045,NPWMD,ADMIRAL,vessel,
11046,NPWMD,IRAN DANDY,vessel,
11046,NPWMD,DANDY,vessel,
11046,NPWMD,ANIL,vessel,
11047,NPWMD,IRAN DAPPER,vessel,
11047,NPWMD,DAPPER,vessel,
11048,NPWMD,IRAN DECOROUS,vessel,
11048,NPWMD,DECOROUS,vessel,
11049,NPWMD,IRAN DELEGATE,vessel,
11049,NPWMD,DELEGATE,vessel,
11050,NPWMD,IRAN DELIGHT,vessel,
11050,NPWMD,DELIGHT,vessel,
11050,NPWMD,IRAN JAMAL,vessel,
11051,NPWMD,IRAN DEVOTIONAL,vessel,
11051,NPWMD,DEVOTIONAL,vessel,
11052,NPWMD,IRAN DIAMOND,vessel,
11052,NPWMD,DIAMOND,vessel,
11053,NPWMD,IRAN DIGNIFIED,vessel,
11053,NPWMD,DIGNIFIED,vessel,
11054,NPWMD,IRAN DIPLOMAT,vessel,
11054,NPWMD,DIPLOMAT,vessel,
11055,NPWMD,IRAN DOLPHIN,vessel,
11056,NPWMD,IRAN DREAMLAND,vessel,
11056,NPWMD,DREAMLAND,vessel,
11056,NPWMD,ATLANTIC,vessel,
11057,NPWMD,IRAN DRIFTER,vessel,
11057,NPWMD,DRIFTER,vessel,
11058,NPWMD,IRAN DYNAMIZE,vessel,
11058,NPWMD,DYNAMIZE,vessel,
11059,NPWMD,ELEVENTH OCEAN,vessel,
11059,NPWMD,DAFFODIL,vessel,
11060,NPWMD,FIFTH OCEAN,vessel,
11060,NPWMD,DECKER,vessel,
11063,NPWMD,IRAN ADL,vessel,
11064,NPWMD,IRAN AFZAL,vessel,
11067,NPWMD,IRAN AMIRABAD,vessel,
11068,NPWMD,IRAN ANZALI,vessel,
11069,NPWMD,IRAN ARAK,vessel,
11070,NPWMD,IRAN ARDEBIL,vessel,
11070,NPWMD,SEPANTA,vessel,
11072,NPWMD,IRAN AZARBAYJAN,vessel,
11072,NPWMD,ZAWA,vessel,
11072,NPWMD,NAFIS,vessel,
11072,NPWMD,CARMELA,vessel,
11075,NPWMD,IRAN BAM,vessel,
11075,NPWMD,HORSHAM,vessel,
11075,NPWMD,DIANTHE,vessel,
11076,NPWMD,IRAN BASEER,vessel,
11077,NPWMD,IRAN BASHEER,vessel,
11078,NPWMD,IRAN BIRJAND,vessel,
11079,NPWMD,IRAN BOJNOORD,vessel,
11080,NPWMD,IRAN BRAVE,vessel,
11080,NPWMD,MARGRAVE,vessel,
11082,NPWMD,IRAN BUSHEHR,vessel,
11082,NPWMD,SILVER ZONE,vessel,
11085,NPWMD,IRAN ENTEKHAB,vessel,
11087,NPWMD,IRAN FARS,vessel,
11087,NPWMD,SEWAK,vessel,
11088,NPWMD,IRAN GHADEER,vessel,
11089,NPWMD,IRAN GHAZI,vessel,
11089,NPWMD,DYNASTY,vessel,
11090,NPWMD,IRAN GILAN,vessel,
11090,NPWMD,BLUEBELL,vessel,
11090,NPWMD,EGLANTINE,vessel,
11091,NPWMD,IRAN GOLESTAN,vessel,
11091,NPWMD,GOLESTAN,vessel,
11092,NPWMD,IRAN HAMADAN,vessel,
11093,NPWMD,IRAN HAMZEH,vessel,
11093,NPWMD,ATRIUM,vessel,
11101,NPWMD,IRAN ILAM,vessel,
11101,NPWMD,SEPITAM,vessel,
11101,NPWMD,HADIS,vessel,
11102,NPWMD,IRAN JOMHURI,vessel,
11103,NPWMD,IRAN KABEER,vessel,
11106,NPWMD,IRAN KERMAN,vessel,
11107,NPWMD,IRAN KERMANSHAH,vessel,
11107,NPWMD,ACENA,vessel,
11107,NPWMD,CELESTINA,vessel,
11108,NPWMD,IRAN KHORASAN,vessel,
11108,NPWMD,KHORASAN,vessel,
11108,NPWMD,DORSAN,vessel,
11110,NPWMD,IRAN MADANI,vessel,
11112,NPWMD,IRAN MATIN,vessel,
11113,NPWMD,IRAN MAZANDARAN,vessel,
11113,NPWMD,MAZANDARAN,vessel,
11117,NPWMD,IRAN DESTINY,vessel,
11117,NPWMD,IRAN NAVAB,vessel,
11117,NPWMD,APOLLO,vessel,
11118,NPWMD,IRAN NOWSHAHR,vessel,
11119,NPWMD,IRAN PIROOZI,vessel,
11119,NPWMD,SAKAS,vessel,
11124,NPWMD,IRAN SHARIAT,vessel,
11125,NPWMD,IRAN TABAS,vessel,
11129,NPWMD,IRAN TORKAMAN,vessel,
11130,NPWMD,TUCHAL,vessel,
11130,NPWMD,IRAN TUCHAL,vessel,
11131,NPWMD,IRAN YASOOJ,vessel,
11131,NPWMD,SIMBER,vessel,
11132,NPWMD,LANCELIN,vessel,
11132,NPWMD,IRAN YAZD,vessel,
11132,NPWMD,ATENA,vessel,
11132,NPWMD,CONSUELO,vessel,
11133,NPWMD,IRAN ZANJAN,vessel,
11133,NPWMD,VISEA,vessel,
11133,NPWMD,ARMIS,vessel,
11134,NPWMD,IRAN KARIM,vessel,
11134,NPWMD,KARIM,vessel,
11134,NPWMD,CHARIOT,vessel,
11135,NPWMD,IRAN LUCKY LILY,vessel,
11135,NPWMD,LUCKY LILY,vessel,
11135,NPWMD,GOLDENROD,vessel,
11135,NPWMD,EVITA,vessel,
11136,NPWMD,IRAN LUCKY MAN,vessel,
11136,NPWMD,LUCKY MAN,vessel,
11136,NPWMD,GARLAND,vessel,
11136,NPWMD,ELICIA,vessel,
11141,NPWMD,IRAN NEW STATE,vessel,
11141,NPWMD,NEW STATE,vessel,
11141,NPWMD,DANDELION,vessel,
11142,NPWMD,NINTH OCEAN,vessel,
11142,NPWMD,GALAX,vessel,
11143,NPWMD,IRAN OCEAN CANDLE,vessel,
11143,NPWMD,OCEAN CANDLE,vessel,
11143,NPWMD,LANTANA,vessel,
11143,NPWMD,AZALEA,vessel,
11144,NPWMD,IRAN PERSIAN GULF,vessel,
11144,NPWMD,PERSIAN GULF,vessel,
11145,NPWMD,IRAN PRETTY SEA (KHUZESTAN),vessel,
11145,NPWMD,PRETTY SEA,vessel,
11145,NPWMD,LAVENDER,vessel,
11145,NPWMD,BEGONIA,vessel,
11146,NPWMD,RA-EES ALI,vessel,
11146,NPWMD,IRAN SAHAR,vessel,
11147,NPWMD,IRAN RAHIM,vessel,
11147,NPWMD,RAHIM,vessel,
11147,NPWMD,CHAPLET,vessel,
11148,NPWMD,IRAN SABALAN,vessel,
11148,NPWMD,SABALAN,vessel,
11148,NPWMD,ALVA,vessel,
11149,NPWMD,IRAN SAHAND,vessel,
11149,NPWMD,SAHAND,vessel,
11151,NPWMD,IRAN SEA BLOOM,vessel,
11151,NPWMD,SEA BLOOM,vessel,
11151,NPWMD,LODESTAR,vessel,
11151,NPWMD,CAMELLIA,vessel,
11151,NPWMD,CATALINA,vessel,
11152,NPWMD,SEA FLOWER,vessel,
11152,NPWMD,LIMNETIC,vessel,
11152,NPWMD,MAGNOLIA,vessel,
11152,NPWMD,BLANCA,vessel,
11153,NPWMD,IRAN SEA STATE,vessel,
11153,NPWMD,SEA STATE,vessel,
11153,NPWMD,LILIED,vessel,
11154,NPWMD,SEVENTH OCEAN,vessel,
11154,NPWMD,GABION,vessel,
11155,NPWMD,IRAN SHAAFI,vessel,
11155,NPWMD,SHAAFI,vessel,
11155,NPWMD,CHASTITY,vessel,
11157,NPWMD,SIXTH OCEAN,vessel,
11157,NPWMD,DECRETIVE,vessel,
11159,NPWMD,TENTH OCEAN,vessel,
11160,NPWMD,TWELFTH OCEAN,vessel,
11160,NPWMD,DANDLE,vessel,
11161,NPWMD,IRAN VAAFI,vessel,
11161,NPWMD,VAAFI,vessel,
11161,NPWMD,CHIMES,vessel,
11165,IRAQ3,RAW'A AL-OUSTA,individual,
11165,IRAQ3,RAW'AH AL-USTA,individual,
11165,IRAQ3,RAW'AH AL-USTAH,individual,
11165,IRAQ3,RAWA AL-'USTA,individual,
11165,IRAQ3,RAWAA ALOUSTA,individual,
11165,IRAQ3,RAW'AH AL-ASTAH,individual,
11166,IRAQ3,SATELLITE TELEVISION CHANNEL AL RA'Y,,
11166,IRAQ3,AL-RA'Y SATELLITE CHANNEL,,
11166,IRAQ3,AL-RA'I SATELLITE CHANNEL,,
11166,IRAQ3,AL RA'Y SATELLITE TELEVISION STATION,,
11166,IRAQ3,AL RAIE TV CHANNEL,,
11166,IRAQ3,ARRAI TV,,
11166,IRAQ3,AL RA'Y TV,,
11166,IRAQ3,THE OPINION SATELLITE TELEVISION CHANNEL,,
11167,IRAQ3,SORAQIA FOR MEDIA AND BROADCASTING,,
11167,IRAQ3,SORAQIYA FOR MEDIA AND BROADCASTING,,
11167,IRAQ3,SBC TELEVISION,,
11167,IRAQ3,SBC TV,,
11169,IRAQ3,HARITH AL-DARI,individual,
11169,IRAQ3,HARITH AL-DHARI,individual,
11169,IRAQ3,HARITH AL-DARI AL-ZAWBAI,individual,
11169,IRAQ3,HARITH S. AL-DHARI,individual,
11169,IRAQ3,HARETH AL DARI,individual,
11169,IRAQ3,HARETH AL-DAURI,individual,
11169,IRAQ3,HARITH DARI AL-ZAWBA'I,individual,
11169,IRAQ3,HARITH AL-DURI,individual,
11170,IRAQ3,AKRAM ABAS AL-KA'BI,individual,
11170,IRAQ3,SHEIK AKRAM AL-KA'ABI,individual,
11170,IRAQ3,SHAYKH ABU-AKRAM AL-KA'ABI,individual,
11172,NPWMD,IRAN DEVOTEE,vessel,
11172,NPWMD,DEVOTEE,vessel,
11173,SDGT,MUFTAH AL MABROOK,individual,
11173,SDGT,MUSTAH ELMABRUK,individual,
11173,SDGT,MAFTAH EL MOBRUK,individual,
11173,SDGT,MUFTAH EL MABRUK,individual,
11173,SDGT,ELMOBRUK MAFTAH,individual,
11173,SDGT,AL-MABRUK MUFTAH MUHAMMAD AL-FATHALI,individual,
11173,SDGT,AL-MABRUK AL-FATHALI,individual,
11174,SDGT,ABDELRAZAG ELSHARIF AL USTA,individual,
11174,SDGT,'ABD AL-RAZZAQ SHARIF,individual,
11174,SDGT,'ABD AL-RAZZAQ AL-SHARIF AL-USTA,individual,
