ent_num,program,sdn_name,sdn_type,title
12495,COTED,PASCAL AFFI N'GUESSAN,individual,
12496,COTED,LAURENT GBAGBO,individual,
12497,COTED,SIMONE GBAGBO,individual,
12498,COTED,DESIRE TAGRO,individual,
12499,"NPWMD,IFSR",STARRY SHINE INTERNATIONAL LIMITED,,
12500,"NPWMD,IFSR",IDEAL SUCCESS INVESTMENTS LIMITED,,
12501,"NPWMD,IFSR",TOP GLACIER COMPANY LIMITED,,
12502,"NPWMD,IFSR",TOP PRESTIGE TRADING LIMITED,,
12503,"NPWMD,IFSR",LOWESWATER LIMITED,,
12504,"NPWMD,IFSR",MILL DENE LIMITED,,
12505,"NPWMD,IFSR",SHALLON LIMITED,,
12506,"NPWMD,IFSR",SPRINGTHORPE LIMITED,,
12507,"NPWMD,IFSR",ALPHA EFFORT LIMITED,,
12508,"NPWMD,IFSR",SANDFORD GROUP LIMITED,,
12509,"NPWMD,IFSR",SMART DAY HOLDINGS GROUP LIMITED,,
12510,"NPWMD,IFSR",SYSTEM WISE LIMITED,,
12511,"NPWMD,IFSR",LOGISTIC SMART LIMITED,,
12512,"NPWMD,IFSR",NEW DESIRE LIMITED,,
12513,"NPWMD,IFSR",ADVANCE NOVEL LIMITED,,
12514,"NPWMD,IFSR",CONCEPT GIANT LIMITED,,
12515,"NPWMD,IFSR",PARTNER CENTURY LIMITED,,
12516,"NPWMD,IFSR",SINO ACCESS HOLDINGS LIMITED,,
12517,"NPWMD,IFSR",TRUE HONOUR HOLDINGS LIMITED,,
12518,"NPWMD,IFSR",BEST PRECISE LIMITED,,
12519,"NPWMD,IFSR",GREAT METHOD LIMITED,,
12520,"NPWMD,IFSR",NEUMAN LIMITED,,
12521,"NPWMD,IFSR",SACKVILLE HOLDINGS LIMITED,,
12522,"NPWMD,IFSR",TRADE TREASURE LIMITED,,
12523,"NPWMD,IFSR",SHAHID AHMAD KAZEMI INDUSTRIES GROUP,,
12524,"NPWMD,IFSR",M. BABAIE INDUSTRIES,,
12527,SDNTK,SERGIO AVENDANO OJEDA,individual,
12528,SDNTK,HECTOR MANUEL AVENDANO OJEDA,individual,
12529,SDNTK,MARTIN GUADENCIO AVENDANO OJEDA,individual,
12530,SDNTK,AUTODROMO CULIACAN RACE PARK,,
12531,SDNTK,AUTOS MINI,,
12532,SDNTK,ZIAD MOHAMAD YOUSSEF,individual,
12533,SDNTK,JAMAL MOHAMAD KHAROUBI,individual,
12534,SDNTK,HASSAN MAHMOUD AYACHE,individual,
12535,SDNTK,HASSAN AYASH,individual,
12536,SDNTK,ISMAEL MOHAMMED YOUSSEF,individual,
12537,SDNTK,ANWAR SAIED JOUMAA,individual,
12538,SDNTK,MOHAMAD SAID JOUMAA,individual,
12539,SDNTK,AKRAM SAIED JOUMAA,individual,
12540,SDNTK,AYMAN SAIED JOUMAA,individual,
12541,SDNTK,JOUMAA MONEY LAUNDERING ORGANIZATION / DRUG TRAFFICKING ORGANIZATION,,
12542,SDNTK,CAESAR'S PARK HOTEL,,
12543,SDNTK,PHENICIA SHIPPING OFFSHORE SARL,,
12544,SDNTK,ELLISSA EXCHANGE COMPANY,,
12545,SDNTK,HASSAN AYASH EXCHANGE COMPANY,,
12546,SDNTK,ZONA LIBRE INTERNATIONAL MARKET S.A.,,
12547,SDNTK,GOLDI ELECTRONICS S.A.,,
12549,SDNTK,NEW LINE EXCHANGE TRUST CO.,,
12550,"NPWMD,IFSR",MACPAR MAKINA SAN VE TIC A.S.,,
12551,"NPWMD,IFSR",STEP A.S.,,
12552,"NPWMD,IFSR",MULTIMAT IC VE DIS TICARET PAZARLAMA LIMITED SIRKETI,,
12553,"NPWMD,IFSR",CARVANA COMPANY,,
12554,"NPWMD,IFSR",MACHINE PARDAZAN CO.,,
12555,"NPWMD,IFSR",MILAD JAFARI,individual,
12556,"NPWMD,IFSR",MOHAMMAD JAVAD JAFARI,individual,
12557,"NPWMD,IFSR",MAHIN FALSAFI,individual,
12558,"NPWMD,IFSR",MANI JAFARI,individual,
12559,"NPWMD,IFSR",MUAMMER KUNTAY DURANSOY,individual,
12560,"NPWMD,IFSR",CAGRI DURANSOY,individual,
12561,SDGT,KHALIL AL-RAHMAN HAQQANI,individual,Haji
12562,SDGT,SAID JAN 'ABD AL-SALAM,individual,
12575,SDNTK,REMZI KARTAL,individual,
12576,SDNTK,CEMIL BAYIK,individual,
12577,SDNTK,DURAN KALKAN,individual,
12578,SDNTK,SABRI OK,individual,
12579,SDNTK,ADEM UZUN,individual,
12580,SDNTK,GREEN LEAF GENERAL TRADING LLC,,
12581,SDNTK,NEW ANSARI MONEY EXCHANGE,,
12582,SDNTK,NEW ANSARI LTD,,
12583,SDNTK,AL ADAL EXCHANGE,,
12584,SDNTK,CONNECT TELECOM GENERAL TRADING LLC,,
12585,SDNTK,AHMAD SHAH MONEY EXCHANGE,,
12586,SDNTK,MUSHTAQ SHAHEEN CONSTRUCTION AND ROADMAKING COMPANY,,
12587,SDNTK,HAJI ABDULLAH BARAKZAI ANSARI,individual,
12588,SDNTK,HAJI MOHAMMAD KHAN,individual,
12589,SDNTK,HAJI MOHAMMAD JAN,individual,
12590,SDNTK,HAJI MOHAMMAD RAFI AZIMI,individual,
12591,SDNTK,HAJI NOORULLAH,individual,
12592,SDNTK,HAJI MOHAMMAD NOOR,individual,
12593,SDNTK,AHMAD SHAH HAKIMI,individual,
12594,SDNTK,RAHMATULLAH MOHAMMAD AFZAL,individual,
12595,SDNTK,EISSA JAN HAJI ABDUL QAYOUM,individual,
12596,IRAN-HR,ABBAS JAFARI DOLATABADI,individual,Prosecutor-General of Tehran; General and Revolutionary Prosecutor of Tehran; Tehran Public and Revolution Prosecutor; Tehran Public Prosecutor
12597,SDGT,ABDUL RAHIM BA'ASYIR,individual,
12598,SDGT,MUHAMMAD JIBRIL ABDUL RAHMAN,individual,
12599,SDGT,UMAR PATEK,individual,
12600,SDNTK,BAHRAM ALI SHAYESTEH,individual,
12602,SDNTK,INTERCONTINENTAL BAUMASCHINEN UND NUTZFAHRZEUGE HANDELS GMBH,,
12605,SDGT,SECT OF REVOLUTIONARIES,,
12606,LIBYA2,MUAMMAR QADHAFI,individual,
12607,LIBYA2,KHAMIS QADHAFI,individual,
12608,LIBYA2,SAIF AL-ISLAM QADHAFI,individual,
12609,LIBYA2,MUTASSIM GADDAFI,individual,
12610,LIBYA2,AYESHA GADDAFI,individual,
12624,SDNTK,HAJI LAL JAN ISHAQZAI,individual,
12625,"SDNTK,TCO",KAMCHYBEK ASANBEKOVICH KOLBAYEV,individual,
12626,LIBYA2,SAFIA FARKASH,individual,
12627,LIBYA2,HANNIBAL GADDAFI,individual,
12628,LIBYA2,MUHAMMAD GADDAFI,individual,
12629,LIBYA2,SAADI GADDAFI,individual,
12631,LIBYA2,SAIF AL-ARAB GADDAFI,individual,
12632,LIBYA2,ABU ZAID DORDA,individual,Director of the External Security Organization
12633,LIBYA2,MATUQ MOHAMMED MATUQ,individual,Secretary of the General People's Committee for Public Works
12634,LIBYA2,ABU BAKR YUNIS JABIR,individual,Defense Minister; Major General
12635,LIBYA2,ABDULLAH AL-SENUSSI,individual,Director of Military Intelligence; Colonel
12667,SDGT,MIGUEL DE GARIKOITZ ASPIAZU RUBINA,individual,
12668,SDGT,JOSE IGNACIO RETA DE FRUTOS,individual,
12669,SDGT,IBRAHIM HASSAN TALI AL-ASIRI,individual,
12670,NPWMD,TARADIS,vessel,
12671,NPWMD,NARDIS,vessel,
12672,NPWMD,PARMIS,vessel,
12673,NPWMD,PATRIS,vessel,
12677,NPWMD,DORITA,vessel,
12678,NPWMD,KADOS,vessel,
12679,NPWMD,SALIM,vessel,
12684,LIBYA2,ABDULHAFID ZLITNI,individual,Secretary of the General People's Committee for Finance and Planning; Secretary of the General People's Committee for Planning and Finance; Finance Minister
12685,LIBYA2,GADDAFI INTERNATIONAL CHARITY AND DEVELOPMENT FOUNDATION,,
12686,LIBYA2,WAATASEMU CHARITY ASSOCIATION,,
12688,LIBYA2,BACHIR SALEH,individual,Head of Cabinet of Leader Muammar Gaddafi; Chief of Staff; Chairman of Libya Africa Investment Portfolio
12689,LIBYA2,TOHAMI KHALED,individual,General; Director of the Internal Security Office
12690,LIBYA2,ALI AL-MAHMOUDI AL BAGHDADI,individual,Prime Minister
12696,DPRK,BANK OF EAST LAND,,
12722,"SYRIA,HRIT-SY",ALI MAMLUK,individual,Major General
12724,SYRIA,ATIF NAJIB,individual,Brigadier General
12725,SYRIA,MAHIR AL-ASAD,individual,Lieutenant Colonel
12726,"SYRIA,HRIT-SY",SYRIAN GENERAL INTELLIGENCE DIRECTORATE,,
12727,"IRGC,IRAN-HR",BASIJ RESISTANCE FORCE,,
12733,"FTO,SDGT",ARMY OF ISLAM,,
12735,SYRIA,BASHAR AL-ASSAD,individual,President of the Syrian Arab Republic
12736,SYRIA,FAROUK AL-SHARA,individual,Vice president
12737,SYRIA,ADEL SAFAR,individual,Prime Minister
12738,SYRIA,ALI HABIB MAHMOUD,individual,"Lieutenant General, Minister of Defense"
12740,SYRIA,MOHAMMAD IBRAHIM AL-SHAAR,individual,"Major General, Minister of the Interior"
12741,SYRIA,SYRIAN AIR FORCE INTELLIGENCE,,
12742,SYRIA,SYRIAN NATIONAL SECURITY BUREAU,,
12743,SYRIA,SYRIAN MILITARY INTELLIGENCE,,
12744,SYRIA,CHAM HOLDING,,
12745,SYRIA,BENA PROPERTIES,,
12746,SYRIA,AL MASHREQ INVESTMENT FUND,,
12748,SYRIA,ABDUL FATAH QUDSIYAH,individual,"Major General, Head of Syrian Military Intelligence"
12749,SYRIA,MOHAMMED DIB ZAITOUN,individual,"Major General, Director of Political Security Directorate"
12750,SYRIA,MOHSEN CHIZARI,individual,Commander of IRGC-Qods Force Operations and Training
12751,SDNTK,MANUEL TORRES FELIX,individual,
12752,SDNTK,GONZALO INZUNZA INZUNZA,individual,
12753,SDNTK,NAIMA MOHAMED NYAKINIYWA,individual,
12754,SDNTK,JOHN HARUN MWAU,individual,
12755,SDNTK,JAVIER ANTONIO CALLE SERNA,individual,
12756,SDGT,CAUCASUS EMIRATE,,
12758,ISA,ROYAL OYSTER GROUP,,
12759,ISA,SPEEDY SHIP FZC,,
12762,"SYRIA,IRAN-HR,IRAN-TRA",ISMAIL AHMADI MOGHADAM,individual,Head of Iranian Police
12763,"SYRIA,IRAN-HR,HRIT-IR",LAW ENFORCEMENT FORCES OF THE ISLAMIC REPUBLIC OF IRAN,,
12770,"NPWMD,IFSR",PACIFIC SHIPPING DMCEST,,
12772,"NPWMD,IFSR",AZORES SHIPPING COMPANY LL FZE,,
12773,"NPWMD,IFSR",ATLANTIC INTERMODAL,,
12774,"NPWMD,IFSR",CRYSTAL SHIPPING FZE,,
12776,"NPWMD,IFSR",ALIREZA GHEZEL AYAGH,individual,
12777,"NPWMD,IFSR",LEADING MARITIME PTE. LTD.,,
12778,"NPWMD,IFSR",SINOSE MARITIME PTE. LTD.,,
12779,"NPWMD,IFSR",SANTEX LINES LIMITED,,
12780,"NPWMD,IFSR",MOHAMMAD MOGHADDAMI FARD,individual,
12781,"NPWMD,IFSR",AHMAD TAFAZOLI,individual,
12782,"NPWMD,IFSR",FAIRWAY SHIPPING LTD,,
12783,SDNTK,DANIEL BELLOSO RODRIGUEZ,individual,
12784,SDNTK,MIGUEL ANGEL BELLOSO RODRIGUEZ,individual,
12785,SDNTK,MAYRA GALAVIZ MARTIN,individual,
12786,SDNTK,ALFREDO VASQUEZ HERNANDEZ,individual,
12787,SDGT,OTHMAN AL-GHAMDI,individual,
12788,SDNTK,GHOLAMREZA BAGHBANI,individual,
12793,SDGT,BEHNAM SHAHRIYARI,individual,
12794,"SDGT,IFSR",BEHNAM SHAHRIYARI TRADING COMPANY,,
12795,SDGT,AHMAD ZIA AGHA,individual,Haji
12796,SDGT,AHMED JAN WAZIR,individual,
12797,SDGT,FAZL RABI,individual,
12798,SDGT,MOHAMMAD AMAN AKHUND,individual,
12802,"NPWMD,IRGC,IFSR",MEHR-E EQTESAD-E IRANIAN INVESTMENT COMPANY,,
12803,"NPWMD,IRGC",TIDEWATER MIDDLE EAST CO.,,
12804,"NPWMD,IFSR",IRAN AIR,,
12805,"NPWMD,IFSR",IRANAIR TOURS,,
12812,SYRIA,JAMIL HASSAN,individual,Head of Syrian Air Force Intelligence; Major General
12813,SYRIA,POLITICAL SECURITY DIRECTORATE,,
12816,TCO,YAKUZA,,
12817,TCO,CAMORRA,,
12819,TCO,THE BROTHERS' CIRCLE,,
12823,SOMALIA,OMAR HAMMAMI,individual,
12824,SOMALIA,HASSAN MAHAT OMAR,individual,
12837,SDGT,'ALI HASAN 'ALI AL-'AJMI,individual,
12839,SDGT,SALIM HASAN KHALIFAH RASHID AL-KUWARI,individual,
12840,SDGT,ABDALLAH GHANIM MAHFUZ MUSLIM KHAWAR,individual,
12841,SDGT,EZEDIN ABDEL AZIZ KHALIL,individual,
12842,SDGT,UMID MUHAMMADI,individual,
12843,SDGT,ATIYAH ABD AL-RAHMAN,individual,
12845,SYRIA,MUHAMMAD HAMSHO,individual,
12846,SYRIA,HAMSHO INTERNATIONAL GROUP,,
12847,NPWMD,COMMERCIAL BANK OF SYRIA,,
12848,NPWMD,SYRIAN LEBANESE COMMERCIAL BANK,,
12860,BELARUS,NAFTAN OAO,,
12861,BELARUS,GRODNO AZOT OAO,,
12862,BELARUS,GRODNO KHIMVOLOKNO OAO,,
12863,BELARUS,BELSHINA OAO,,
12864,SDGT,MUMTAZ DUGHMUSH,individual,
12866,SYRIA,GENERAL PETROLEUM CORPORATION,,
12867,SYRIA,SYRIAN PETROLEUM COMPANY,,
12868,SYRIA,ALI ABDUL KARIM ALI,individual,Syrian Ambassador to Lebanon
12869,"SYRIA,ISA",SYTROL,,
12870,SYRIA,SYRIAN COMPANY FOR OIL TRANSPORT,,
12871,SYRIA,SYRIAN GAS COMPANY,,
12872,SOMALIA,TAEME ABRAHAM GOITOM,individual,Colonel; Head of Eritrean External Intelligence Operation; Brigadier General
12873,SOMALIA,TEWOLDE HABTE NEGASH,individual,Colonel
12880,SYRIA,WALID AL-MOALLEM,individual,Foreign and Expatriates Minister; Minister for Foreign Affairs
12881,SYRIA,BOUTHAINA SHAABAN,individual,"Presidential Political and Media Advisor; Minister, Political and Media Advisor at the Presidency; Doctor"
12882,SDNTK,AMILCAR JESUS FIGUEROA SALAZAR,individual,Alternate President to the Latin American Parliament
12883,SDNTK,CLIVER ANTONIO ALCALA CORDONES,individual,Major General of the Fourth Armored Division of the Venezuelan Army
12884,SDNTK,FREDDY ALIRIO BERNAL ROSALES,individual,"Congressman, United Socialist Party of Venezuela"
12885,SDNTK,RAMON ISIDRO MADRIZ MORENO,individual,"Officer, Venezuelan Intelligence Service - SEBIN"
12888,SDGT,ABU YAHYA AL-LIBI,individual,
12889,SDGT,'ABD AL-RAHMAN OULD MUHAMMAD AL-HUSAYN OULD MUHAMMAD SALIM,individual,
12890,SDGT,MUSTAFA HAJJI MUHAMMAD KHAN,individual,
12891,SDNTK,ABBAS HUSSEIN HARB,individual,
12892,SDNTK,KASSEM MOHAMAD SALEH,individual,
12893,SDNTK,ALI HOUSSEIN HARB,individual,
12894,SDNTK,IMPORTADORA SILVANIA,,
12895,SDNTK,"IMPORTADORA SILVANIA, C.A.",,
12896,SDNTK,BODEGA MICHIGAN,,
12897,SDNTK,AS INVERSIONES S.A.,,
12898,SDNTK,CBM DE COLOMBIA S.A.,,
12899,SDNTK,COMERCIALIZADORA EMPRESARIAL TEAM BUSINESS S.A.,,
12900,SDNTK,GENETICA DEL SUR S.A.,,
12901,SDNTK,"INTERNATIONAL GROUP OIRALIH, S.A. DE C.V.",,
12902,SDNTK,NEGOCIOS INTERNACIONALES DEL ECUADOR NIDEGROUP S.A.,,
12903,SDNTK,PRODUCTOS KIBONY S.A.S.,,
12904,SDNTK,R D I S.A.,,
12906,SDNTK,T & T ANDINA S.A.,,
12909,SDNTK,OMAR MEJIA ZULUAGA,individual,
12910,SDNTK,"GRUPO MUNDO MARINO, S.A.",,
12911,SDNTK,C.I. PLANETA COMERCIAL S.A.,,
12912,SDNTK,ANA MARIA URIBE CIFUENTES,individual,
12914,"FTO,SDGT",INDIAN MUJAHIDEEN,,
12915,DRCONGO,JAMIL MUKULU,individual,"Head of the Allied Democratic Forces; Commander, Allied Democratic Forces"
12916,SDGT,ZAFAR IQBAL,individual,Professor; Doctor
12917,SDGT,HAFIZ ABDUL SALAM BHUTTAVI,individual,
12918,SDGT,JURDAN MARTITEGUI LIZASO,individual,
12919,SDGT,MUHAMMAD HISHAM MUHAMMAD ISMA'IL ABU GHAZALA,individual,
12920,SDGT,HAJJI FAIZULLAH KHAN NOORZAI,individual,
12921,SDGT,HAJJI MALIK NOORZAI,individual,
12922,SDGT,ABDUR REHMAN,individual,
12923,SDGT,FAZAL RAHIM,individual,
12924,SDGT,ABDUL AZIZ ABBASIN,individual,
12926,SDGT,DR. IBRAHIM 'AWWAD IBRAHIM 'ALI AL-BADRI,individual,
12927,"SDGT,IFSR",MAHAN AIR,,
12928,SDGT,CONSPIRACY OF FIRE NUCLEI,,
12929,"SDGT,IRGC,IFSR",MANSSOR ARBABSIAR,individual,
12930,"SDGT,IRGC,IFSR",HAMED ABDOLLAHI,individual,
12931,"SDGT,IRGC,IFSR",GHOLAM SHAKURI,individual,
12932,SYRIA,REAL ESTATE BANK,,
12933,"NPWMD,IFSR",GALLIOT MARITIME INC,,
12934,"NPWMD,IFSR",INDUS MARITIME INC,,
12935,"NPWMD,IFSR",KAVERI MARITIME INC,,
12936,"NPWMD,IFSR",MELODIOUS MARITIME INC,,
12937,"NPWMD,IFSR",MOUNT EVEREST MARITIME INC,,
12938,"NPWMD,IFSR",RISHI MARITIME INC,,
12939,NPWMD,IRAN SHAHR-E-KORD,vessel,
12940,SDGT,MALI KHAN,individual,Haji
12941,"NPWMD,IFSR",IRAN CENTRIFUGE TECHNOLOGY COMPANY,,
12942,"NPWMD,IFSR",MODERN INDUSTRIES TECHNIQUE COMPANY,,
12943,"NPWMD,IFSR",JAVAD RAHIQI,individual,
12945,"IRGC,IRAN-HR",ABDOLLAH ARAGHI,individual,"Lieutenant Commander, IRGC Ground Force; Deputy Commander, IRGC Ground Forces; Brigadier General"
12946,IRAN-HR,HASSAN FIROUZABADI,individual,Chief of Staff of the Joint Armed Forces of the Islamic Republic of Iran; Chairman of the Armed Forces' Joint Chiefs of Staff; Major General
12948,"NPWMD,IFSR",PAYA PARTOV CO.,,
12950,"NPWMD,IFSR",PARTO SANAT CO.,,
12951,"NPWMD,IFSR",NEKA NOVIN,,
12952,"NPWMD,IFSR",THE NUCLEAR REACTORS FUEL COMPANY,,
12954,"NPWMD,IFSR",FULMEN GROUP,,
12956,"NPWMD,IFSR",YASA PART,,
12957,"NPWMD,IFSR",NOOR AFZAR GOSTAR COMPANY,,
12958,DRCONGO,NTABO NTABERI SHEKA,individual,"Commander in Chief, Nduma Defense of Congo, Mayi Mayi Sheka group"
12959,"NPWMD,IFSR",SIMATIC DEVELOPMENT CO.,,
12960,SDGT,IBRAHIM SULEIMAN HAMAD AL-HABLAIN,individual,
12961,SDNTK,"CAFE DU LIBAN, S.A.",,
12962,SDNTK,BODEGA ELECTRO GIORGIO,,
12963,SDNTK,"EUROCAMBIO, S.A.",,
12964,SDNTK,"GENERAL COMMERCE OVERSEAS, INC.",,
12965,SDNTK,PRODUCERS GROUP CORP.,,
12966,SDNTK,"ZEDRO INVESTMENT, S.A.",,
12967,SDNTK,"GIORGINO CORPORATION OF PANAMA, S.A.",,
12968,SDNTK,"GIORGIO CHEAITELLY INVESTMENT, S.A.",,
12969,SDNTK,"GIORGIOTELLY, S.A.",,
12970,SDNTK,III MILLENIUM INTERNATIONAL,,
12971,SDNTK,"J.H. EXIM INTERNACIONAL, S.A.",,
12972,SDNTK,SANTA MARIA INTERNATIONAL TRADING CORP.,,
12973,SDNTK,"SILVER HOUSE, INC.",,
12974,SDNTK,"OCEAN INDIC OVERSEAS, S.A.",,
12975,SDNTK,ALMACEN ELECTRO SONY STAR,,
12976,SDNTK,JUNIOR INTERNATIONAL S.A.,,
12977,SDNTK,POLYTON (ASIA) LIMITED,,
12978,SDNTK,"EURO EXCHANGE Y FINANCIAL COMMERCE, INC.",,
12979,SDNTK,"GLOBAL TECHNOLOGY IMPORT & EXPORT, S.A. (GTI)",,
12980,SDNTK,MICRO EMPRESA ASHQUI,,
12981,SDNTK,FAMILY FEDCO,,
12982,SDNTK,"FEDCO IMPORT & EXPORT, S.A.",,
12983,SDNTK,AGROPECUARIA LA PERLA LTDA.,,
12984,SDNTK,KPD S.A.,,
12985,SDNTK,ALMACEN BATUL,,
12986,SDNTK,COMERCIAL ESTILO Y MODA,,
12987,SDNTK,COMERCIAL GLOBANTY,,
12988,SDNTK,JORGE FADLALLAH CHEAITELLY,individual,
12989,SDNTK,MOHAMAD ZOUHEIR EL KHANSA,individual,
12990,SDNTK,BENNY ISSA FAWAZ,individual,
12991,SDNTK,JAIME EDERY CRIVOSEI,individual,
12992,"SDNTK,SDGT",ALI MOHAMAD SALEH,individual,
12993,SDNTK,FAWAZ MOHAMAD RAHALL,individual,
12994,SDNTK,AHMAD EL KHANSA,individual,
12995,SDNTK,GUISEPPE ALI CHEAITELLI SAHELI,individual,
12996,SDNTK,FATIMA FADLALLATH CHEAITILLY,individual,
12997,SDNTK,JAIME FADLALLAH CHEAYTELLI,individual,
12998,SDNTK,IVAN DARIO ARBELAEZ VELEZ,individual,
12999,SDNTK,FARBE COMUNICACIONES LTDA,,
13000,SYRIA,AUS ASLAN,individual,
13001,SYRIA,MILITARY HOUSING ESTABLISHMENT,,
13002,SYRIA,MUHAMMAD MAKHLUF,individual,
13004,SDNTK,EZIO BENJAMIN FIGUEROA VASQUEZ,individual,
13005,SDNTK,HASSEIN EDUARDO FIGUEROA GOMEZ,individual,
13006,SDNTK,"DESARROLLO ARQUITECTONICO FORTIA, S.A. DE C.V.",,
13007,SDNTK,"DESARROLLOS INMOBILIARIOS CITADEL, S.A. DE C.V.",,
13008,SDNTK,"DESARROLLOS TURISTICOS FORTIA, S.A. DE C.V.",,
13009,SDNTK,"DISPOSITIVOS INDUSTRIALES DINAMICOS, S.A. DE C.V.",,
13010,SDNTK,"DISTRIBUIDORA LIFE, S.A.",,
13011,SDNTK,"DISTRIBUIDORA MEDICA HOSPITALARIA, S.A. DE C.V.",,
13012,SDNTK,"EL PALOMAR CAR WASH, S.A. DE C.V.",,
13013,SDNTK,"FORTIA BAJA SUR, S.A. DE C.V.",,
13014,SDNTK,GEOFARMA S.A. DE C.V.,,
13015,SDNTK,"GRUPO COMERCIAL SAN BLAS, S.A. DE C.V.",,
13016,SDNTK,GRUPO F Y F MEDICAL INTERNACIONAL DE EQUIPOS,,
13017,SDNTK,"PROMOCIONES CITADEL, S.A. DE C.V.",,
13018,SDNTK,PUNTO FARMACEUTICO S.A. DE C.V.,,
13019,SDNTK,"SCUADRA FORTIA, S.A. DE C.V.",,
13020,SDNTK,TECNOLOGIA OPTIMA CORPORATIVA S. DE R.L. DE C.V.,,
13021,SDNTK,UNION ABARROTERO DE JALISCO S.C. DE R.L. DE C.V.,,
13023,SDNTK,OSCAR ALVAREZ ZEPEDA,individual,
13024,SDNTK,CARLOS MARIO TORRES HOYOS,individual,
13025,SDNTK,JOEL VALDEZ BENITES,individual,
13026,ZIMBABWE,MARANGE RESOURCES (PRIVATE) LIMITED,,
13027,ZIMBABWE,MBADA DIAMONDS (PRIVATE) LIMITED,,
13028,SDGT,JOSE ANTONIO URRUTICOECHEA BENGOECHEA,individual,
13029,SDGT,SALEH AL QARAWI,individual,
13030,"NPWMD,IFSR",JAMSHID KHALILI,individual,
13031,"NPWMD,IFSR",BIIS MARITIME LIMITED,,
13032,"NPWMD,IFSR",ISIM AMIN LIMITED,,
13033,"NPWMD,IFSR",ISIM ATR LIMITED,,
13034,"NPWMD,IFSR",ISIM OLIVE LIMITED,,
13035,"NPWMD,IFSR",ISIM SAT LIMITED,,
13036,"NPWMD,IFSR",ISIM SEA CHARIOT LIMITED,,
13037,"NPWMD,IFSR",ISIM SEA CRESCENT LIMITED,,
13038,"NPWMD,IFSR",ISIM SININ LIMITED,,
13039,"NPWMD,IFSR",ISIM TAJ MAHAL LIMITED,,
13040,"NPWMD,IFSR",ISIM TOUR LIMITED,,
13041,SDGT,AL-QA'IDA KURDISH BATTALIONS,,
13046,SDNTK,ZARKA DE MEXICO S.A. DE C.V.,,
13047,SDNTK,ZARKA DE OCCIDENTE S.A. DE C.V.,,
13048,SDNTK,JESUS REYNALDO ZAMBADA GARCIA,individual,
13049,SDNTK,MARLLORY DADIANA CHACON ROSSELL,individual,
13050,SDNTK,HAYRON EDUARDO BORRAYO LASMIBAT,individual,
13053,SDNTK,ANDREA YARI S.A.,,
13054,SDNTK,FER'SEG S.A.,,
13055,SDNTK,BINGOTON MILLONARIO,,
13056,SDNTK,REVOLUCIONES POR MINUTO ACELERACION S.A.,,
13057,SDGT,YASSIN CHOUKA,individual,
13058,SDGT,MONIR CHOUKA,individual,
13059,SDGT,MEVLUT KAR,individual,
13060,SDNTK,ZEYNEDDIN GELERI,individual,
13061,SDNTK,CERKEZ AKBULUT,individual,
13062,SDNTK,OMER BOZTEPE,individual,
13063,SDNTK,OMER GELERI,individual,
13064,SDNTK,GELERI IMPORT EXPORT S.R.L.,,
13065,SDNTK,MEGA GROUP S.R.L.,,
13066,SDNTK,GELRO IMPEX S.R.L.,,
13067,LIBYA2,HUMAYD 'ABD-AL-SALAM,individual,
13071,TCO,YAMAGUCHI-GUMI,,
13072,TCO,KENICHI SHINODA,individual,
13073,TCO,KIYOSHI TAKAYAMA,individual,
13086,TCO,VLADISLAV VLADIMIROVICH LEONTYEV,individual,
13087,TCO,GAFUR AKHMEDOVICH RAKHIMOV,individual,
13088,TCO,VASILY ALEXANDROVICH KHRISTOFOROV,individual,
13090,SDNTK,IBRAHIM CHIBLI,individual,
13091,TCO,ALEKSEY ALEKSEYEVICH ZAYTSEV,individual,
13092,TCO,LAZAR GURGENOVICH SHAYBAZIAN,individual,
13093,TCO,ALEKSANDR LEONIDOVICH MANUYLOV,individual,
13095,SDGT,MOCHAMMAD ACHWAN,individual,
13096,SDGT,SON HADI BIN MUHADJIR,individual,
13097,SDGT,ABDUL ROSYID RIDHO BA'ASYIR,individual,
13098,"FTO,SDGT",JEMMAH ANSHORUT TAUHID,,
13099,SDGT,ABDUL SAMAD ACHEKZAI,individual,
13100,SYRIA,GENERAL ORGANIZATION OF RADIO AND TV,,
13102,SDNTK,IBRAHIM ABDUL RAZAAQ MEMON,individual,
13103,SDNTK,CHHOTA SHAKEEL,individual,
13104,SDNTK,HORST WALTER OVERDICK MEJIA,individual,
13105,"SDGT,IRGC,IFSR",HOSEIN AGHAJANI,individual,
13106,"SDGT,IRGC,IFSR",SAYYID ALI AKBAR TABATABAEI,individual,
13107,"SDGT,IRGC,IFSR",ESMAIL GHANI,individual,
13108,"SDGT,IFSR",ALI ABBAS USMAN JEGA,individual,
13109,"SDGT,IRGC,IFSR",POUYA AIR,,
13110,"SDGT,IFSR",BEHINEH TRADING,,
13112,SYRIA,MUNIR ADANOV,individual,Deputy Chief of General Staff of the Syrian Army; Lieutenant General
13113,"NPWMD,IFSR",SEYED ALAEDDIN SADAT RASOOL,individual,
13114,"NPWMD,IFSR",ALI EZATI,individual,
13115,"NPWMD,IRGC,IFSR","IRAN MARINE INDUSTRIAL COMPANY, SADRA",,
13116,"NPWMD,IRGC,IFSR","DEEP OFFSHORE TECHNOLOGY COMPANY,  P.J.S.",,
13117,"NPWMD,IFSR",MODALITY LIMITED,,
